DataLength;Bubble sort steps;Bubble sort memory;Quick sort steps;Quick sort memory;Merge sort steps;Merge sort memory;
525;416370;12;5952;6736;10551;27388;
526;403999;12;5085;6352;10575;27448;
527;426533;12;5612;7024;10599;27508;
528;421512;12;4974;6608;10623;27568;
529;422496;12;4919;6784;10647;27628;
530;418729;12;5265;6720;10671;27688;
531;417067;12;5286;6768;10695;27748;
532;432354;12;4774;6816;10719;27808;
533;422526;12;5185;6848;10743;27868;
534;428563;12;5377;6800;10767;27928;
535;433217;12;4914;6864;10791;27988;
536;444532;12;5245;6736;10815;28048;
537;436380;12;5374;6864;10839;28108;
538;452133;12;5958;6880;10863;28168;
539;427331;12;4902;6944;10887;28228;
540;446174;12;5372;6960;10911;28288;
541;428398;12;5572;6800;10935;28348;
542;440675;12;5362;6896;10959;28408;
543;428425;12;5402;6864;10983;28468;
544;440792;12;5369;6736;11007;28528;
545;446768;12;5316;7024;11031;28588;
546;435641;12;4888;6608;11055;28648;
547;427123;12;5097;7120;11079;28708;
548;428598;12;4917;7008;11103;28768;
549;439894;12;4728;6800;11127;28828;
550;460771;12;4845;7040;11151;28888;
551;463653;12;5297;7088;11175;28948;
552;439092;12;6339;6960;11199;29008;
553;463984;12;5316;7008;11223;29068;
554;454973;12;5322;6976;11247;29128;
555;461155;12;5123;7072;11271;29188;
556;456650;12;6577;7008;11295;29248;
557;452190;12;5798;6960;11319;29308;
558;461259;12;5066;7136;11343;29368;
559;471333;12;5000;6896;11367;29428;
560;471900;12;5293;7328;11391;29488;
561;483748;12;5316;7072;11415;29548;
562;463277;12;5167;6992;11439;29608;
563;477567;12;5431;7056;11463;29668;
564;476110;12;5219;7136;11487;29728;
565;479994;12;5770;6976;11511;29788;
566;475367;12;5365;7120;11535;29848;
567;484561;12;5569;7376;11559;29908;
568;479656;12;5421;7104;11583;29968;
569;463484;12;5092;7264;11607;30028;
570;492801;12;5219;7312;11631;30088;
571;468435;12;5299;7168;11655;30148;
572;479938;12;5429;7200;11679;30208;
573;489366;12;5665;7312;11703;30268;
574;503415;12;5011;7232;11727;30328;
575;482653;12;5131;7168;11751;30388;
576;481028;12;5581;7280;11775;30448;
577;488244;12;5405;7264;11799;30508;
578;485573;12;5434;7072;11823;30568;
579;494687;12;5687;7296;11847;30628;
580;505118;12;5760;7296;11871;30688;
581;523062;12;5216;7136;11895;30748;
582;497439;12;6211;7616;11919;30808;
583;513005;12;5667;7424;11943;30868;
584;496140;12;5197;7344;11967;30928;
585;502648;12;5577;7520;11991;30988;
586;511329;12;5865;7344;12015;31048;
587;491255;12;5866;7392;12039;31108;
588;508710;12;5978;7568;12063;31168;
589;516386;12;5751;7280;12087;31228;
590;503815;12;5825;7392;12111;31288;
591;519173;12;5590;7328;12135;31348;
592;515940;12;5792;7424;12159;31408;
593;524248;12;5997;7456;12183;31468;
594;512145;12;5658;7584;12207;31528;
595;535743;12;5645;7568;12231;31588;
596;532738;12;6499;7424;12255;31648;
597;535722;12;5439;7616;12279;31708;
598;526987;12;6027;7584;12303;31768;
599;528073;12;5475;7488;12327;31828;
600;553024;12;6577;7584;12351;31888;
601;553868;12;5535;7504;12375;31948;
602;533661;12;5683;7696;12399;32008;
603;537063;12;5821;7616;12423;32068;
604;558242;12;5770;7408;12447;32128;
605;539394;12;5603;7728;12471;32188;
606;547167;12;5543;7744;12495;32248;
607;544101;12;5788;7520;12519;32308;
608;557400;12;6165;7648;12543;32368;
609;536572;12;6226;7872;12567;32428;
610;562061;12;5881;7568;12591;32488;
611;562871;12;6527;7776;12615;32548;
612;552226;12;6206;7648;12639;32608;
613;556586;12;7117;7776;12663;32668;
614;554603;12;5902;7680;12687;32728;
615;564789;12;5903;7632;12711;32788;
616;568840;12;6137;7664;12735;32848;
617;554220;12;5840;7792;12759;32908;
618;564709;12;5615;7968;12783;32968;
619;571003;12;5613;7824;12807;33028;
620;581290;12;5662;7824;12831;33088;
621;579930;12;6222;7712;12855;33148;
622;581819;12;6023;7920;12879;33208;
623;574053;12;6046;7632;12903;33268;
624;587156;12;5753;7952;12927;33328;
625;572628;12;5615;8064;12951;33388;
626;584897;12;5721;7808;12975;33448;
627;575487;12;5765;7888;12999;33508;
628;579914;12;6056;7888;13023;33568;
629;623130;12;6266;7936;13047;33628;
630;591975;12;6197;7968;13071;33688;
631;596177;12;5799;7952;13095;33748;
632;584100;12;5934;7904;13119;33808;
633;610696;12;6378;8000;13143;33868;
634;604817;12;6535;8272;13167;33928;
635;603579;12;6290;8096;13191;33988;
636;597202;12;6023;8000;13215;34048;
637;607586;12;6050;8096;13239;34108;
638;586539;12;6528;7840;13263;34168;
639;600857;12;6071;8048;13287;34228;
640;590716;12;6308;8096;13311;34288;
641;596912;12;6181;8352;13335;34348;
642;613133;12;6723;8160;13359;34408;
643;634651;12;6234;8016;13383;34468;
644;637146;12;6717;7872;13407;34528;
645;629042;12;6224;8096;13431;34588;
646;628763;12;6682;8096;13455;34648;
647;611545;12;6307;8240;13479;34708;
648;613416;12;5723;7840;13503;34768;
649;617464;12;6071;8288;13527;34828;
650;632669;12;6238;8208;13551;34888;
651;621259;12;7212;8112;13575;34948;
652;640926;12;7007;8288;13599;35008;
653;616794;12;5857;8224;13623;35068;
654;653903;12;5942;8432;13647;35128;
655;633121;12;6339;8064;13671;35188;
656;633096;12;6286;8512;13695;35248;
657;638952;12;6509;8320;13719;35308;
658;663109;12;6735;8240;13743;35368;
659;640219;12;6136;8128;13767;35428;
660;636886;12;6430;8224;13791;35488;
661;654206;12;6926;8288;13815;35548;
662;658651;12;6476;8368;13839;35608;
663;647493;12;6164;8400;13863;35668;
664;650396;12;6350;8496;13887;35728;
665;652864;12;6780;8496;13911;35788;
666;662197;12;6116;8256;13935;35848;
667;662155;12;7234;8352;13959;35908;
668;638226;12;6499;8224;13983;35968;
669;667786;12;6033;8304;14007;36028;
670;660999;12;6672;8336;14031;36088;
671;666181;12;6416;8512;14055;36148;
672;667772;12;7218;8672;14079;36208;
673;676708;12;6840;8384;14103;36268;
674;685289;12;6554;8128;14127;36328;
675;670459;12;6881;8336;14151;36388;
676;688262;12;7128;8480;14175;36448;
677;687094;12;6859;8704;14199;36508;
678;692659;12;6091;8592;14223;36568;
679;657729;12;6656;8640;14247;36628;
680;680100;12;6583;8400;14271;36688;
681;694972;12;6994;8576;14295;36748;
682;675437;12;6611;8336;14319;36808;
683;681819;12;6861;8624;14343;36868;
684;691190;12;6694;8656;14367;36928;
685;697126;12;7473;8544;14391;36988;
686;700827;12;6446;8560;14415;37048;
687;697249;12;6661;8576;14439;37108;
688;690040;12;7328;8656;14463;37168;
689;707696;12;7047;8768;14487;37228;
690;700137;12;7524;8656;14511;37288;
691;708839;12;6473;8816;14535;37348;
692;717290;12;6843;8720;14559;37408;
693;713366;12;7128;8688;14583;37468;
694;717259;12;7116;8640;14607;37528;
695;709037;12;7016;8512;14631;37588;
696;714336;12;6475;8656;14655;37648;
697;724628;12;6325;8768;14679;37708;
698;732489;12;7315;8768;14703;37768;
699;710451;12;6952;8976;14727;37828;
700;727402;12;6779;8800;14751;37888;
701;761714;12;6838;8944;14775;37948;
702;728623;12;7137;8864;14799;38008;
703;737045;12;6487;8784;14823;38068;
704;739144;12;7975;8768;14847;38128;
705;734740;12;7012;8688;14871;38188;
706;734389;12;7357;8624;14895;38248;
707;732275;12;6741;8864;14919;38308;
708;758054;12;6232;8656;14943;38368;
709;743858;12;7470;9200;14967;38428;
710;742463;12;7002;8864;14991;38488;
711;754449;12;7341;8672;15015;38548;
712;757432;12;7622;9216;15039;38608;
713;750516;12;6747;8816;15063;38668;
714;750413;12;7643;8832;15087;38728;
715;744703;12;6550;8928;15111;38788;
716;743910;12;6713;9040;15135;38848;
717;770802;12;6954;8816;15159;38908;
718;751127;12;6480;9040;15183;38968;
719;800245;12;7642;9008;15207;39028;
720;778608;12;7576;8960;15231;39088;
721;776680;12;6991;9072;15255;39148;
722;787069;12;6840;8976;15279;39208;
723;783695;12;6882;8976;15303;39268;
724;768690;12;7124;9008;15327;39328;
725;784342;12;6952;9040;15351;39388;
726;767491;12;6915;9152;15375;39448;
727;785293;12;7712;9184;15399;39508;
728;777296;12;7097;8912;15423;39568;
729;800572;12;7314;9008;15447;39628;
730;784421;12;7195;9184;15471;39688;
731;785387;12;7312;9280;15495;39748;
732;806934;12;7024;9088;15519;39808;
733;798442;12;7364;9040;15543;39868;
734;812315;12;6548;9072;15567;39928;
735;812065;12;7095;9024;15591;39988;
736;813148;12;6789;9328;15615;40048;
737;808552;12;8067;9200;15639;40108;
738;842625;12;6985;9072;15663;40168;
739;812415;12;7776;9296;15687;40228;
740;818938;12;7355;9088;15711;40288;
741;805650;12;6725;9136;15735;40348;
742;813347;12;7641;9392;15759;40408;
743;820657;12;7078;8992;15783;40468;
744;824756;12;6808;8944;15807;40528;
745;836860;12;7971;9312;15831;40588;
746;842565;12;7747;9440;15855;40648;
747;844895;12;7804;9504;15879;40708;
748;847502;12;7220;9456;15903;40768;
749;846458;12;7124;9168;15927;40828;
750;824827;12;7409;9664;15951;40888;
751;828473;12;7882;9472;15975;40948;
752;852800;12;7932;9280;15999;41008;
753;820200;12;7485;9568;16023;41068;
754;818033;12;7484;9600;16047;41128;
755;848695;12;7791;9808;16071;41188;
756;861930;12;7211;9648;16095;41248;
757;847174;12;7911;9552;16119;41308;
758;835263;12;7489;9536;16143;41368;
759;856049;12;8051;9376;16167;41428;
760;852168;12;7576;9440;16191;41488;
761;864408;12;7290;9488;16215;41548;
762;845773;12;6970;9472;16239;41608;
763;860483;12;8452;9376;16263;41668;
764;869418;12;8060;9520;16287;41728;
765;878902;12;8143;9584;16311;41788;
766;886067;12;8310;9376;16335;41848;
767;848265;12;7470;9360;16359;41908;
768;852940;12;7743;9504;16383;41968;
769;893404;12;7081;9504;16407;42028;
770;880553;12;7583;9616;16431;42088;
771;871591;12;8015;9456;16455;42148;
772;877534;12;7565;9728;16479;42208;
773;892258;12;8322;9568;16503;42268;
774;893675;12;7238;9744;16527;42328;
775;883281;12;7778;9872;16551;42388;
776;884296;12;7840;9712;16575;42448;
777;896556;12;8690;9568;16599;42508;
778;904101;12;8718;9680;16623;42568;
779;956491;12;7431;9568;16647;42628;
780;893230;12;7807;9840;16671;42688;
781;900878;12;7871;9680;16695;42748;
782;892323;12;7339;9840;16719;42808;
783;896441;12;7754;9680;16743;42868;
784;939560;12;7919;9968;16767;42928;
785;916704;12;8285;9728;16791;42988;
786;918249;12;7321;9456;16815;43048;
787;920779;12;7965;9760;16839;43108;
788;912630;12;7357;9664;16863;43168;
789;904910;12;7301;9856;16887;43228;
790;934635;12;8082;9760;16911;43288;
791;963245;12;7126;9984;16935;43348;
792;928188;12;7611;10048;16959;43408;
793;953108;12;7694;9600;16983;43468;
794;938033;12;7358;9808;17007;43528;
795;930291;12;7973;9776;17031;43588;
796;940706;12;8210;10032;17055;43648;
797;906442;12;7119;10016;17079;43708;
798;944467;12;7966;10112;17103;43768;
799;951293;12;7625;9984;17127;43828;
800;938348;12;8650;9872;17151;43888;
801;966940;12;8063;10144;17175;43948;
802;977741;12;8024;10064;17199;44008;
803;953635;12;7495;10272;17223;44068;
804;978766;12;9104;10064;17247;44128;
805;970774;12;8625;10048;17271;44188;
806;975847;12;8001;10016;17295;44248;
807;965897;12;8108;10176;17319;44308;
808;961740;12;7998;10240;17343;44368;
809;969528;12;8680;10240;17367;44428;
810;977833;12;8611;9936;17391;44488;
811;952811;12;8829;9872;17415;44548;
812;977642;12;7770;10096;17439;44608;
813;985606;12;8008;10272;17463;44668;
814;1000087;12;8082;9952;17487;44728;
815;989469;12;8041;10208;17511;44788;
816;991380;12;9155;10208;17535;44848;
817;995196;12;8100;10016;17559;44908;
818;1022713;12;8760;10288;17583;44968;
819;1019031;12;7945;9984;17607;45028;
820;972890;12;7858;10144;17631;45088;
821;1019806;12;8033;10608;17655;45148;
822;1028567;12;8381;10128;17679;45208;
823;1025425;12;8427;10128;17703;45268;
824;998480;12;7716;10144;17727;45328;
825;997432;12;7714;10224;17751;45388;
826;1010041;12;8304;10144;17775;45448;
827;1039491;12;8465;10208;17799;45508;
828;1025862;12;7957;10240;17823;45568;
829;1015694;12;7987;10288;17847;45628;
830;1010867;12;7996;10400;17871;45688;
831;1033361;12;8679;10640;17895;45748;
832;1046540;12;8425;10464;17919;45808;
833;1028908;12;7841;10160;17943;45868;
834;1029453;12;8295;10272;17967;45928;
835;1025783;12;8400;10320;17991;45988;
836;1059422;12;8331;10736;18015;46048;
837;1056322;12;8821;10416;18039;46108;
838;1042331;12;8014;10384;18063;46168;
839;1043045;12;10121;10544;18087;46228;
840;1080440;12;8017;10464;18111;46288;
841;1038148;12;8115;10304;18135;46348;
842;1043389;12;8043;10544;18159;46408;
843;1064563;12;8742;10064;18183;46468;
844;1045910;12;7902;10608;18207;46528;
845;1044098;12;9242;10544;18231;46588;
846;1049787;12;8670;10736;18255;46648;
847;1088121;12;7916;10576;18279;46708;
848;1095012;12;8207;10336;18303;46768;
849;1053756;12;8641;10512;18327;46828;
850;1079013;12;8420;10432;18351;46888;
851;1071635;12;8297;10592;18375;46948;
852;1045838;12;8180;10608;18399;47008;
853;1100982;12;8342;10928;18423;47068;
854;1092951;12;8982;10448;18447;47128;
855;1098177;12;8791;10656;18471;47188;
856;1114620;12;9609;10880;18495;47248;
857;1104660;12;8120;10304;18519;47308;
858;1080821;12;9242;10688;18543;47368;
859;1130663;12;8828;10480;18567;47428;
860;1107234;12;9706;10704;18591;47488;
861;1114334;12;9101;10800;18615;47548;
862;1111831;12;8299;10688;18639;47608;
863;1102437;12;8610;10576;18663;47668;
864;1083332;12;8220;10576;18687;47728;
865;1129552;12;8028;10512;18711;47788;
866;1117129;12;8602;10752;18735;47848;
867;1095659;12;9314;10736;18759;47908;
868;1144178;12;9090;10848;18783;47968;
869;1121566;12;7821;10624;18807;48028;
870;1142867;12;9153;10896;18831;48088;
871;1155101;12;9356;10624;18855;48148;
872;1137584;12;8294;10736;18879;48208;
873;1128720;12;9508;10992;18903;48268;
874;1144133;12;8536;10800;18927;48328;
875;1138139;12;8253;10944;18951;48388;
876;1160378;12;8917;10896;18975;48448;
877;1159466;12;8052;10704;18999;48508;
878;1153367;12;8378;10720;19023;48568;
879;1191337;12;8815;10832;19047;48628;
880;1164800;12;8666;11296;19071;48688;
881;1191512;12;8963;10896;19095;48748;
882;1134361;12;8527;10944;19119;48808;
883;1157251;12;9244;11168;19143;48868;
884;1149042;12;8959;11024;19167;48928;
885;1175094;12;8363;10848;19191;48988;
886;1188435;12;8687;11040;19215;49048;
887;1173933;12;9488;10944;19239;49108;
888;1187340;12;8169;11248;19263;49168;
889;1204228;12;9333;11008;19287;49228;
890;1188997;12;8310;10992;19311;49288;
891;1187523;12;10290;10992;19335;49348;
892;1157178;12;8307;11040;19359;49408;
893;1213326;12;8989;11024;19383;49468;
894;1196515;12;8727;11040;19407;49528;
895;1163329;12;8785;11040;19431;49588;
896;1168440;12;11148;11104;19455;49648;
897;1184408;12;9721;11040;19479;49708;
898;1219289;12;8693;10768;19503;49768;
899;1196255;12;9015;11040;19527;49828;
900;1208458;12;9195;11200;19551;49888;
901;1179986;12;9655;11360;19575;49948;
902;1203843;12;9073;11072;19599;50008;
903;1232677;12;8667;11152;19623;50068;
904;1182516;12;10072;11504;19647;50128;
905;1210512;12;8934;11264;19671;50188;
906;1226805;12;9362;11504;19695;50248;
907;1230515;12;8180;11024;19719;50308;
908;1258026;12;8617;11200;19743;50368;
909;1232062;12;8892;11280;19767;50428;
910;1218059;12;9621;11392;19791;50488;
911;1256341;12;9619;11264;19815;50548;
912;1247152;12;9110;11216;19839;50608;
913;1275668;12;9022;11104;19863;50668;
914;1212625;12;8962;11104;19887;50728;
915;1255991;12;9318;11232;19911;50788;
916;1274870;12;8694;11344;19935;50848;
917;1273166;12;9665;11424;19959;50908;
918;1279387;12;8943;11280;19983;50968;
919;1235845;12;8728;11280;20007;51028;
920;1243552;12;9354;11376;20031;51088;
921;1232496;12;9431;11008;20055;51148;
922;1272601;12;9213;11376;20079;51208;
923;1253539;12;9124;11216;20103;51268;
924;1287826;12;9420;11504;20127;51328;
925;1286962;12;8854;11184;20151;51388;
926;1285699;12;9682;11712;20175;51448;
927;1292133;12;9502;11296;20199;51508;
928;1259812;12;9619;11552;20223;51568;
929;1280500;12;9865;11600;20247;51628;
930;1294349;12;10116;11696;20271;51688;
931;1287987;12;10273;11600;20295;51748;
932;1276858;12;10187;11232;20319;51808;
933;1302630;12;10772;11328;20343;51868;
934;1260787;12;9428;11200;20367;51928;
935;1246005;12;8588;11312;20391;51988;
936;1291800;12;10781;11312;20415;52048;
937;1317716;12;9728;11568;20439;52108;
938;1265089;12;9351;11808;20463;52168;
939;1342715;12;9043;11728;20487;52228;
940;1338362;12;10018;11712;20511;52288;
941;1336074;12;8876;11504;20535;52348;
942;1275943;12;9328;11808;20559;52408;
943;1326745;12;9061;11808;20583;52468;
944;1314556;12;9828;11648;20607;52528;
945;1333568;12;10350;11840;20631;52588;
946;1343045;12;9038;11888;20655;52648;
947;1330835;12;8628;11664;20679;52708;
948;1309310;12;9834;11920;20703;52768;
949;1333322;12;9760;11360;20727;52828;
950;1351919;12;9889;12096;20751;52888;
951;1313213;12;8910;11488;20775;52948;
952;1362228;12;9491;11760;20799;53008;
953;1394736;12;9747;11744;20823;53068;
954;1364929;12;9446;12160;20847;53128;
955;1382979;12;9863;11744;20871;53188;
956;1340422;12;10849;11840;20895;53248;
957;1360102;12;9276;11840;20919;53308;
958;1363363;12;9842;11744;20943;53368;
959;1356221;12;9414;11696;20967;53428;
960;1389520;12;9961;12096;20991;53488;
961;1380376;12;9765;12208;21015;53548;
962;1344037;12;9797;11968;21039;53608;
963;1388643;12;9858;11920;21063;53668;
964;1403426;12;10645;11824;21087;53728;
965;1409894;12;9493;11904;21111;53788;
966;1372699;12;9256;11920;21135;53848;
967;1377285;12;9767;11904;21159;53908;
968;1398000;12;10581;12016;21183;53968;
969;1410380;12;9064;11984;21207;54028;
970;1375141;12;9561;12016;21231;54088;
971;1400623;12;9346;12176;21255;54148;
972;1377494;12;9264;11904;21279;54208;
973;1467106;12;9519;12224;21303;54268;
974;1429727;12;9990;12000;21327;54328;
975;1390633;12;10206;12176;21351;54388;
976;1379260;12;9068;11728;21375;54448;
977;1408700;12;10148;12048;21399;54508;
978;1406301;12;9951;12016;21423;54568;
979;1397775;12;9015;12000;21447;54628;
980;1413758;12;9319;12208;21471;54688;
981;1462138;12;9878;11904;21495;54748;
982;1431895;12;9562;12320;21519;54808;
983;1491785;12;9771;12368;21543;54868;
984;1429124;12;10254;12000;21567;54928;
985;1433144;12;9536;12160;21591;54988;
986;1436777;12;9987;12032;21615;55048;
987;1422327;12;9703;12096;21639;55108;
988;1434554;12;9655;11888;21663;55168;
989;1440894;12;9457;12320;21687;55228;
990;1461695;12;9513;12192;21711;55288;
991;1488073;12;10065;12320;21735;55348;
992;1491704;12;9640;12160;21759;55408;
993;1443244;12;10542;12352;21783;55468;
994;1404861;12;11176;11952;21807;55528;
995;1447543;12;9395;12240;21831;55588;
996;1489814;12;10805;12416;21855;55648;
997;1471606;12;10498;12448;21879;55708;
998;1488951;12;9418;12176;21903;55768;
999;1489945;12;10032;12304;21927;55828;
1000;1509216;12;11531;12368;21951;55888;
